quadgram	frequency
with the same force	25
been included in the	25
aspects of the project	25
one of the main	25
to the borrower recipient	25
detailed description of the	25
there will be no	25
the project will ensure	25
signed in their respective	25
payment date in accordance	25
parts of the country	25
adf loan of ua	25
or any portion of	25
as of the day	25
be signed in their	25
to climate change in	25
of women and young	25
written and to be	25
as set forth in	24
withdrawal percentage for each	24
during the preparation of	24
will be mitigated by	24
hereinabove means the period	24
with the participation of	24
been allocated to another	24
the loan account for	24
is estimated at ua	24
cannot fully meet the	24
of women and youth	24
for private sector activities	24
six months after the	24
order that further withdrawals	24
the categories of items	24
made available to the	24
in an amount of	24
such expenditures in order	24
whereof the parties hereto	24
of loan proceeds general	24
project financing ministry of	24
be delivered at the	24
principal office of adb	24
in the event that	24
will be chaired by	24
the withdrawal percentages set	24
percentages set forth in	24
amount to any other	24
as used in subsection	24
than months after the	24
category may continue until	24
allocated to another category	24
withdrawal percentage applicable to	24
under such category may	24
into account in the	24
attached to this schedule	24
prepared for the project	24
through their representatives thereunto	24
such excess amount to	24
of items of expenditure	24
extent required to meet	24
if such reallocation cannot	24
of the loan which	24
the component will also	24
financing of expenditures on	24
to such expenditures in	24
to be delivered at	24
number item total amount	24
performance standards for private	24
of the labor force	24
dialogue with the government	24
conditions set forth herein	24
investment project financing ministry	24
in accordance with international	24
included in the list	24
agricultural health and food	24
of expenditures on the	24
t iv it ie	24
with the loan disbursement	24
standards for private sector	24
increase agricultural productivity and	24
component will finance the	24
component will focus on	24
has a principal repayment	24
ensure that the preparation	24
a financing agreement between	24
forth in the pam	24
needed to meet other	24
to comply with the	24
land acquisition and resettlement	24
through the establishment of	24
proceeds and the withdrawal	24
principal repayment period of	24
environment and natural resource	24
reallocate to such category	24
to adb for a	24
acceptable to the fund	24
provided in appendix of	24
the project aims to	24
further withdrawals under such	24
at the rate of	24
and the withdrawal percentages	24
to meet the estimated	24
modified herein or the	24
notwithstanding the allocation of	24
a project financing agreement	24
forth the categories of	24
results and impact management	24
financial and economic analysis	24
agricultural and rural development	24
agreement of even date	24
the several terms defined	24
the implementation of a	24
expenditures thereunder shall have	24
fully meet the estimated	24
table programme costs by	24
thereunder shall have been	24
a principal repayment period	24
are not needed to	24
acting through their representatives	24
to another category but	24
expenditures in order that	24
iv it ie s	24
in order that further	24
project complies with all	24
by the end of	24
as defined in subsection	24
the withdrawal percentage for	24
have a positive impact	24
the setting up of	24
the opinion of adb	24
this component aims to	24
that further withdrawals under	24
be managed by the	24
not needed to meet	24
has applied to adb	24
the withdrawal percentage applicable	24
the principal office of	24
the extent required to	24
lend to the borrower	24
linkages with country strategy	24
terms defined in the	24
herein or the context	24
in the face of	24
which have been allocated	24
outcome and output targets	24
project financing agreement between	24
their representatives thereunto duly	24
allocation of the loan	24
