entity	type	frequency
basic project data ops table country project id project name parent project	ORG	6
banks	ORG	6
bp	ORG	6
bd	ORG	6
associations	ORG	6
apurímac	PERSON	6
approved currency	PERSON	6
annex b7	ORG	6
arfic	ORG	6
aprodel	ORG	6
alri	ORG	6
af-2	ORG	6
3.1.2 financial	ORG	6
2016/17	GPE	6
yams	PERSON	5
the world bank (wb	ORG	5
the united states agency	GPE	5
the swiss agency for development and cooperation	ORG	5
the results matrix	PERSON	5
the republic of zimbabwe	GPE	5
the republic of turkey	GPE	5
the republic of peru	GPE	5
the republic of nicaragua	GPE	5
the republic of madagascar	GPE	5
the republic of gabon	GPE	5
the republic of cuba	GPE	5
the regional technology delivery infrastructure	ORG	5
the project implementation manual	ORG	5
the program executing agency	ORG	5
the people’s republic of bangladesh	GPE	5
the national assembly	ORG	5
the national agricultural investment programme	ORG	5
the national agricultural investment plan	ORG	5
the national agricultural development plan	ORG	5
the ministry of fisheries	ORG	5
the ministry of finance and development planning	ORG	5
the ministry of environment and energy	ORG	5
the ministry of agriculture, irrigation and water development	ORG	5
the ministry of agriculture (moa	ORG	5
the matching grants program	ORG	5
the kingdom of cambodia	GPE	5
the kamping pouy subproject	ORG	5
the japan fund for poverty reduction	ORG	5
the international finance corporation	ORG	5
the international center for tropical agriculture	ORG	5
the indigenous peoples safeguards	ORG	5
the idb country strategy	ORG	5
the horn of africa	LOC	5
the federal government	ORG	5
the economic and social development plan	ORG	5
the disaster risk management component of the project	ORG	5
the department of agricultural extension	ORG	5
the democratic socialist republic of sri lanka	ORG	5
the democratic republic	GPE	5
the country strategy	ORG	5
the cooperative republic of guyana	GPE	5
the comprehensive africa agriculture development programme	ORG	5
the central african government	ORG	5
the board of directors of the fund	ORG	5
the bank’s disbursement handbook	ORG	5
the bank’s board of directors	ORG	5
the bank of ghana	ORG	5
the bank for credit and trade	ORG	5
pearl millet	PERSON	5
inter alia	ORG	5
cashew	ORG	5
avian influenza	PERSON	5
an environmental and social management framework	ORG	5
zar	ORG	5
washington	GPE	5
v. legal framework	ORG	5
uzs	ORG	5
unesco	ORG	5
un agencies	ORG	5
uk	GPE	5
uis	ORG	5
uad	ORG	5
total factor productivity	ORG	5
total amount % amount % amount % amount % amount % 1	ORG	5
technical and financial partners	ORG	5
tambacounda	GPE	5
table 1	GPE	5
tn	ORG	5
switzerland	GPE	5
sustainable land management program	ORG	5
sustainable development goals	ORG	5
stakeholder	ORG	5
somaliland	ORG	5
sofala	PERSON	5
social impact	ORG	5
sedhiou	PERSON	5
salta	GPE	5
sstc	ORG	5
srbmp	ORG	5
sps	ORG	5
spiu	ORG	5
slwm	ORG	5
sf	GPE	5
sdwssss	ORG	5
sdap	ORG	5
sadcp	ORG	5
sacu	ORG	5
sacep	ORG	5
rural entrepreneurship support project	ORG	5
rural adelante	ORG	5
results framework	PERSON	5
resilience	PERSON	5
radoniqi	ORG	5
rsf	GPE	5
rpg	ORG	5
rpba	ORG	5
rmse	ORG	5
rfp	PERSON	5
remdp	LOC	5
rdb	ORG	5
rcfi	ORG	5
rcb	ORG	5
project implementing agencies	ORG	5
productive alliance	ORG	5
prepare	ORG	5
plateaux	PERSON	5
pacific	LOC	5
pwp	ORG	5
psp	ORG	5
ps	ORG	5
prosap iv	ORG	5
presar	ORG	5
pnisa	ORG	5
pitag	ORG	5
pidd	ORG	5
pemfar	ORG	5
pdu	ORG	5
pasandad	ORG	5
padir	ORG	5
pada	ORG	5
pacd	ORG	5
oyam	GPE	5
operational program report	ORG	5
opm	ORG	5
opec fund for international development	ORG	5
op/bp 4.01	ORG	5
north kivu	GPE	5
nkhotakota	PERSON	5
nkhata bay	PERSON	5
njala university	ORG	5
nin-pratt	PERSON	5
nigerien	GPE	5
ngozi	PERSON	5
national project steering committee	ORG	5
national bureau of statistics	ORG	5
nampula	GPE	5
nea	ORG	5
nds	ORG	5
nci	ORG	5
ncdds	ORG	5
nbi	ORG	5
napa	ORG	5
namboard	ORG	5
n/a 4	ORG	5
n/	ORG	5
muyinga provinces	PERSON	5
multi	ORG	5
mullaitivu	GPE	5
muchinga	PERSON	5
moneragala	GPE	5
moldsilva	ORG	5
morjkip	ORG	5
moe	ORG	5
mitigative	GPE	5
mission antyodaya	ORG	5
ministry of finance asian development bank	ORG	5
ministry of agriculture and rural development	ORG	5
ministries	ORG	5
management information system	ORG	5
magway	LOC	5
mot	ORG	5
mod	ORG	5
mgds	ORG	5
mai	ORG	5
mafs	ORG	5
maffs	ORG	5
luapula	GPE	5
lomé	ORG	5
lesotho➢	PERSON	5
lack	PERSON	5
lrcp	ORG	5
kyrgyz	ORG	5
kwilu	GPE	5
km	PERSON	5
kilinochchi	GPE	5
khentii aimag	ORG	5
khanh hoa	PERSON	5
kasaï	PERSON	5
kara	PERSON	5
kcs	ORG	5
kalro	ORG	5
jamara kulariya	PERSON	5
ivory coast	GPE	5
international food policy research institute	ORG	5
integrate africa	GPE	5
institutional strengthening and capacity building	ORG	5
institutional	ORG	5
industrialise africa	GPE	5
implementation arrangements	ORG	5
ihe	PERSON	5
iwm	ORG	5
irm	ORG	5
ipsas	ORG	5
iga	ORG	5
ifmis	ORG	5
ifa	ORG	5
ibm	ORG	5
heis	ORG	5
government of india	ORG	5
ghana incentive	ORG	5
grs	ORG	5
gp	ORG	5
gesiap	ORG	5
geep	ORG	5
gandaki molmac	PERSON	5
freetown	ORG	5
financial management arrangements	ORG	5
financial institutions	ORG	5
finance old financing source amount international development association	ORG	5
finance	ORG	5
fee	PERSON	5
fte	ORG	5
fspp	ORG	5
frgc	ORG	5
fpcmu	ORG	5
fopac	ORG	5
fesmp	ORG	5
faostat	ORG	5
euros	PERSON	5
ene	PERSON	5
eastern province	GPE	5
east africa	GPE	5
esm	ORG	5
ec	ORG	5
e. supervision 26	ORG	5
dwambazi	PERSON	5
dolisie	GPE	5
democratic republic	GPE	5
delta	ORG	5
dekhan	GPE	5
debt sustainability framework	ORG	5
dus	ORG	5
dsf	ORG	5
drslp ii	ORG	5
do	ORG	5
dgper	ORG	5
d. sustainability 30	PERSON	5
d. concept description 14	PERSON	5
customs	ORG	5
country partnership strategy	ORG	5
consulting services and nonconsulting services	ORG	5
component ii	GPE	5
cochabamba	PERSON	5
chaco	LOC	5
centre	LOC	5
camagüey	GPE	5
crc	ORG	5
cpmo	ORG	5
covid	ORG	5
concept note np modernization of rani	ORG	5
co2e	PERSON	5
cilss	ORG	5
cfp	ORG	5
ccc	ORG	5
ccardesa	ORG	5
c. summary	PERSON	5
c. fiduciary	PERSON	5
bélier	ORG	5
bouenza	ORG	5
bolaman	PERSON	5
board of directors	ORG	5
bissora	GPE	5
beneficiaries borrower/	ORG	5
beneficiaries 2.5.1	ORG	5
belize	GPE	5
batticaloa	PERSON	5
banzon	ORG	5
banque agricole	ORG	5
bank procurement methods and procedures	ORG	5
bos	PERSON	5
borrower/recipient 0.00 international development association	ORG	5
bl-gy	ORG	5
bgeee	ORG	5
austria	GPE	5
annex b7 of volume	ORG	5
ampara	GPE	5
amazon	ORG	5
agropole sud	PERSON	5
agriculture lending instrument:	ORG	5
agriculture department	ORG	5
agribusiness	ORG	5
administration	ORG	5
adaptation	ORG	5
access	ORG	5
abdoulaye gadiere	PERSON	5
artci	ORG	5
aop	ORG	5
afsvpa	ORG	5
afo	ORG	5
adf & ntf	ORG	5
acp	ORG	5
4.2.3	ORG	5
vi results	PERSON	4
vi results	PERSON	4
the ‘ict environment	ORG	4
the national steering committee	ORG	4
the yangtze river	LOC	4
the united nations children’s fund	ORG	4
the united kingdom	GPE	4
the transition support facility	ORG	4
the tanzania agricultural development bank	ORG	4
the state of eritrea	GPE	4
the state government	ORG	4
the special agro-industrial processing zones	GPE	4
the siliana territorial development value chain promotion project	ORG	4
the russian federation	GPE	4
the republic of south sudan	GPE	4
the republic of ghana	GPE	4
the project to support development	ORG	4
the project implementing agencies	ORG	4
the project coordination team	ORG	4
the program steering committee	ORG	4
the procurement framework for bank group	ORG	4
the poyang lake	LOC	4
the poverty alleviation	ORG	4
the permanent secretariat	ORG	4
the pad stage isds	ORG	4
the office of the auditor general	ORG	4
the opec fund for international development	ORG	4
the north east	LOC	4
the national seed service	ORG	4
the national institute of statistics	ORG	4
the national economic and social development plan	ORG	4
the ministry of natural resources and environmental conservation	ORG	4
the ministry of innovations	ORG	4
the ministry of agriculture and water resources	ORG	4
the ministry of agriculture and water management	ORG	4
the menabe and melaky regions	ORG	4
the lake chad basin	LOC	4
the japan international cooperation agency	ORG	4
the islamic development bank	ORG	4
the international public sector accounting standards	ORG	4
the international food policy research institute	ORG	4
the india country partnership strategy	ORG	4
the ifad strategic framework	ORG	4
the ifad policy on gender equality and women’s empowerment	ORG	4
the ida credit	ORG	4
the horn of africa ii	LOC	4
the government of odisha	ORG	4
the government of burkina faso	ORG	4
the government council	ORG	4
the global environment facility	ORG	4
the global agriculture and food security program	ORG	4
the framework for economic and social reforms	ORG	4
the food and nutrition security information system	ORG	4
the fisheries resources management programme	ORG	4
the facilitation fund	ORG	4
the environmental and social framework	ORG	4
the environmental assessment/ audit	ORG	4
the department of fisheries	ORG	4
the department of agriculture	ORG	4
the competitiveness of agricultural value chains	ORG	4
the commodity technology delivery compact	ORG	4
the central bank of liberia	ORG	4
the bank''s country office	ORG	4
the bank for the project	ORG	4
the agriculture department	ORG	4
the agricultural development	ORG	4
the adaptation fund	ORG	4
the asap trust fund	ORG	4
the adb green climate fund	ORG	4
the a loan agreement	ORG	4
roadmap	GPE	4
prudential	ORG	4
nurseries	ORG	4
no indigenous peoples	ORG	4
goat basin	LOC	4
cassava	GPE	4
avocado	GPE	4
al	PERSON	4
a national steering committee	ORG	4
a disputed area	LOC	4
zou	GPE	4
zambézia	GPE	4
ziflp	ORG	4
yamoussoukro district	LOC	4
xiangkhouang	GPE	4
world food program	ORG	4
world bank (wb	ORG	4
woreda	ORG	4
water users associations	ORG	4
water resources management	ORG	4
wsc	ORG	4
wee-rdp	PERSON	4
wee-npp	ORG	4
wash	ORG	4
wal	ORG	4
vision 2030	ORG	4
vientiane province	GPE	4
value chain	ORG	4
vmgf	ORG	4
vcif	ORG	4
v. legal framework 5.1	ORG	4
unido	ORG	4
transparency international	ORG	4
total component amount % amount % amount % amount % amount %	ORG	4
time	ORG	4
the national steering committee	ORG	4
the ministry of food and agriculture	ORG	4
the ministry of agriculture and food security	ORG	4
the environmental and social management framework	ORG	4
the development programme	ORG	4
the board of directors	ORG	4
technical annex b.5	ORG	4
technical annex	ORG	4
tadla	PERSON	4
tshda	ORG	4
tbd applicability	ORG	4
sustainable territorial development project	ORG	4
strategic environmental	ORG	4
state agricultural universities	ORG	4
special funds	ORG	4
south-south	LOC	4
source amount	ORG	4
social assessment procedures	ORG	4
sierra leone’s	ORG	4
sierra leonean	ORG	4
servicing and maintenance fund	ORG	4
seminars	GPE	4
seijo j.c.	GPE	4
schedule 1	ORG	4
savaii	GPE	4
satisfactory	ORG	4
sangkat wat	PERSON	4
sangha	GPE	4
san juan	GPE	4
samendéni	LOC	4
sagaing	GPE	4
safeguards	ORG	4
stscdd	ORG	4
sti	ORG	4
sri lanka	ORG	4
sndd	ORG	4
slpmg	ORG	4
slesca	ORG	4
sissan	ORG	4
sigfip	ORG	4
sigeseva	ORG	4
sido	ORG	4
sida	ORG	4
sdsr	ORG	4
sdp	ORG	4
sdf	ORG	4
sadfons	ORG	4
rural livelihoods’	ORG	4
rural entrepreneurship	ORG	4
rural enterprises and remittances project	ORG	4
rural development action plan	ORG	4
rural	ORG	4
risks and capacity assessment	ORG	4
results and impact management system	ORG	4
rmc	ORG	4
rlacc	ORG	4
results chain performance indicators means	ORG	4
remdf	PERSON	4
rba	ORG	4
pyanj river basin project	LOC	4
pul-e-khumri	GPE	4
project management team	ORG	4
project implementing agency	ORG	4
project completion report	ORG	4
producer associations	ORG	4
poyang lake basin	LOC	4
polonnaruwa	PERSON	4
pillar 1	PERSON	4
phnom penh	GPE	4
pemba	GPE	4
pampa	ORG	4
psd	ORG	4
psco	ORG	4
prsp	ORG	4
prosap iii	ORG	4
profits	ORG	4
pp	ORG	4
pnefa	ORG	4
pnda	ORG	4
plwg	ORG	4
pfj	ORG	4
personnel	ORG	4
pdzsta-bk	ORG	4
pdna	ORG	4
pct	ORG	4
pcdp	ORG	4
pcc	ORG	4
pahabo	ORG	4
ouagadougou	PERSON	4
oruro	PERSON	4
occupational health and safety	ORG	4
objectives 1.1.1	ORG	4
outcome	ORG	4
op4.10	ORG	4
op/bp 4.37	ORG	4
ohs	ORG	4
obfc	ORG	4
n°	ORG	4
northern argentina	LOC	4
north lebanon	GPE	4
niamey	GPE	4
natural habitats	ORG	4
national project coordination unit	ORG	4
national priority programme 2	ORG	4
national competitive bidding	ORG	4
national agricultural census	ORG	4
nrgp	ORG	4
nprs	ORG	4
nnspa	ORG	4
ng	ORG	4
nflrs	ORG	4
nepad	ORG	4
nbm	ORG	4
na original	ORG	4
n/a vi	ORG	4
n/a idb	ORG	4
morona santiago	PERSON	4
ministry of trade	ORG	4
ministry of finance executing	ORG	4
ministry of environment	ORG	4
ministry of economy and finance	ORG	4
ministry of commerce	ORG	4
mid-term	ORG	4
melinda gates foundation	ORG	4
matam	GPE	4
mantaro river	ORG	4
manica	GPE	4
malawi growth and development strategy	ORG	4
malange	ORG	4
mzn	ORG	4
mpmd	ORG	4
mofali	ORG	4
moc	ORG	4
mift	ORG	4
mif	ORG	4
mgp	ORG	4
mdg	PERSON	4
mcc	ORG	4
mca	ORG	4
mafrd	ORG	4
maah	ORG	4
ma	ORG	4
m&e specialist	PERSON	4
lukusuzi national park	LOC	4
lower guinea	GPE	4
livelihood project	ORG	4
lanagro	ORG	4
lake basin	LOC	4
labour	ORG	4
la rioja	PERSON	4
la paz	GPE	4
lrad	ORG	4
lra	ORG	4
kwale	GPE	4
kurunegala	GPE	4
kosovo➢	PERSON	4
knowledge management	ORG	4
kirundo province	GPE	4
kilifi	GPE	4
kikwit	GPE	4
khartoum state	GPE	4
kenema	PERSON	4
kamuli	GPE	4
jujuy	GPE	4
jiangxi province	GPE	4
jcf	ORG	4
international public sector accounting standards	ORG	4
international monetary fund	ORG	4
international finance corporation	ORG	4
international development	ORG	4
international bank for reconstruction and development	ORG	4
institute of agrarian development	ORG	4
infrastructure development	ORG	4
inclusion	ORG	4
implementing agency	ORG	4
ita	ORG	4
iso	ORG	4
islamic republic of pakistan	ORG	4
isabu	ORG	4
ipnm	ORG	4
inp-esa	ORG	4
inera	GPE	4
ine	ORG	4
ifad borrower:	ORG	4
ida-h7410	ORG	4
icra	ORG	4
iclt	ORG	4
harari	ORG	4
habitats op/	PERSON	4
hva	ORG	4
hltf	ORG	4
gum arabic	PERSON	4
gulu	PERSON	4
gulf	LOC	4
guayas	ORG	4
guarantee fund	ORG	4
green climate fund	ORG	4
goods, works	ORG	4
goods or works	ORG	4
good agricultural practices	ORG	4
goo	ORG	4
gon	PERSON	4
goh	ORG	4
gob	ORG	4
gitega	PERSON	4
gharb	GPE	4
gsws	ORG	4
gibader	ORG	4
gdi	ORG	4
formosa	GPE	4
forest	ORG	4
food security	ORG	4
farm consolidation	ORG	4
fy16	GPE	4
fo	ORG	4
fms	GPE	4
ffs	ORG	4
fapa	ORG	4
eswatini kitchen	PERSON	4
environmental assessment (ea	ORG	4
enable youth	PERSON	4
esim	ORG	4
eif	ORG	4
egdp	ORG	4
eg	ORG	4
ebs	ORG	4
eaeu	ORG	4
dourou	ORG	4
donga	PERSON	4
disbursement letter	ORG	4
digital	ORG	4
departments	ORG	4
department of agriculture	ORG	4
dak lak	PERSON	4
dsi	ORG	4
dsce	ORG	4
dsa	ORG	4
doi	ORG	4
doa	ORG	4
digeaf	ORG	4
dgwr	ORG	4
dgfomr	ORG	4
da	ORG	4
d. sustainability 37	PERSON	4
d. sustainability 33	PERSON	4
d. sustainability 32	ORG	4
d. sustainability 31	PERSON	4
cuanza norte	PERSON	4
country partnership framework	ORG	4
country office	ORG	4
cotton	ORG	4
costa	ORG	4
corrientes	GPE	4
cooperative	ORG	4
contracts	ORG	4
components 2	LOC	4
component	GPE	4
commodity exchange	ORG	4
cofinancier(s	PERSON	4
coastal resources	ORG	4
climate assessment procedures	ORG	4
chin state	PERSON	4
chin	PERSON	4
chiefdom	GPE	4
central africa	GPE	4
category 2	ORG	4
cashier	PERSON	4
cabinda municipality	GPE	4
ctb	ORG	4
css	ORG	4
csr	ORG	4
cpo	ORG	4
codex	ORG	4
cnp	ORG	4
cncas	GPE	4
cdp	ORG	4
ccp	ORG	4
capi	ORG	4
cap	ORG	4
cag	ORG	4
c. institutional	ORG	4
business producer associations	ORG	4
bureau of statistics	ORG	4
brief	ORG	4
box	PERSON	4
bouar	GPE	4
bomi	PERSON	4
boffa prefectures	ORG	4
bengo	GPE	4
belgium	GPE	4
bank➢	ORG	4
banana	PERSON	4
bos/pse	ORG	4
bk	ORG	4
b. harmonization	PERSON	4
ayeyarwady	GPE	4
argentinean	PERSON	4
arboleya	ORG	4
annex vii	ORG	4
annex eb	ORG	4
annex a4	ORG	4
annex 4	ORG	4
annex 1	ORG	4
angola➢	PERSON	4
anantapur	GPE	4
amolatar	GPE	4
amazonia	GPE	4
alliance	ORG	4
agricultural value chains	ORG	4
agricultural financing incentive mechanism support project	ORG	4
agricultural development	ORG	4
agribusiness development	ORG	4
aggregation business centres	ORG	4
african development bank	ORG	4
african agricultural technology foundation	ORG	4
administrative and financial officer	ORG	4
accra	GPE	4
asrr	ORG	4
asepex	ORG	4
asap)	ORG	4
asal	ORG	4
aris	ORG	4
alcs	PERSON	4
agn	ORG	4
agex	ORG	4
ageroute	ORG	4
afap	ORG	4
3.2.9	ORG	4
3.2.5 climate change	ORG	4
1.2.5	PERSON	4
xiii	PERSON	3
unions	ORG	3
un	ORG	3
the “procurement policy for bank group funded operations”	ORG	3
the world organisation for animal health	ORG	3
the western balkans	LOC	3
the water users associations	ORG	3
the value chain development programme	ORG	3
the tunisian government	ORG	3
the tree crops extension project	ORG	3
the tokelau arrangement	ORG	3
the technologies for african agricultural transformation	ORG	3
the technical annexes (volume ii	ORG	3
the syrian arab republic	LOC	3
the support to agricultural development	ORG	3
the stung chinit south subproject	ORG	3
the state of maharashtra	ORG	3
the state of burkina faso	ORG	3
the state plant quarantine inspection	ORG	3
the southern agricultural growth corridor	ORG	3
the southern african development community	ORG	3
the south-east	LOC	3
the single treasury account	ORG	3
the senegal river valley	LOC	3
the safeguards monitoring report	ORG	3
the smart punjab program	ORG	3
the sagcot centre	ORG	3
the rural restructuring agency	ORG	3
the rural finance	ORG	3
the rural community finance project	ORG	3
the rice value chain development project	ORG	3
the republic of the niger	GPE	3
the republic of uganda	GPE	3
the republic of niger for the family farming development programme	GPE	3
the republic of nepal	GPE	3
the republic of haiti	GPE	3
the republic of chad	GPE	3
the public services improvement for sustainable territorial development	ORG	3
the project for improved family and indigenous production	ORG	3
the project preparation fund	ORG	3
the project agreement	ORG	3
the project	ORG	3
the programme for economic insertion of family producers of northern argentina	ORG	3
the program operating manual (pom	ORG	3
the program completion date	ORG	3
the private investment promotion agency	ORG	3
the pilot program for climate resilience	ORG	3
the paris agreement	ORG	3
the ordinary operations (concessional) loan agreement	ORG	3
the ordinary capital project	ORG	3
the operations manual	ORG	3
the office of the comptroller general	ORG	3
the office of agricultural censuses and statistics	ORG	3
the north of cameroon	LOC	3
the north of abidjan	GPE	3
the north kivu agriculture sector support project	ORG	3
the niger basin authority	ORG	3
the niger basin	LOC	3
the nicaraguan dry corridor rural family sustainable development project	ORG	3
the national treasury	ORG	3
the national sustainable development strategy	ORG	3
the national representation and technical assistance unit	ORG	3
the national project coordination unit	ORG	3
the national meteorological service	ORG	3
the national extension service	ORG	3
the national energy efficiency strategy	ORG	3
the national directorate of agriculture and silviculture	ORG	3
the national development plan 2030	ORG	3
the national chamber of agriculture	ORG	3
the national bank of rwanda	ORG	3
the national agricultural technology programme	ORG	3
the national agricultural research institute	ORG	3
the multi-sectoral nutrition action plan	ORG	3
the ministry of water and environment	ORG	3
the ministry of rural rehabilitation and development	ORG	3
the ministry of national policies and economic affairs	ORG	3
the ministry of national development planning	ORG	3
the ministry of local government	ORG	3
the ministry of livestock, agriculture	ORG	3
the ministry of livestock	ORG	3
the ministry of labor	ORG	3
the ministry of infrastructure	ORG	3
the ministry of industry and mines	ORG	3
the ministry of industry	ORG	3
the ministry of finance and public credit	ORG	3
the ministry of economy, finance and development	ORG	3
the ministry of economy and public finance	ORG	3
the ministry of agriculture, forestry and fisheries	ORG	3
the ministry of agriculture, animal industry and fisheries	ORG	3
the ministry of agriculture forestry and water management (mafwm	ORG	3
the ministry	ORG	3
the matching grant program	ORG	3
the loan agreements	ORG	3
the livestock cooperatives development project	ORG	3
the livestock business group	ORG	3
the letter of agricultural development policy	ORG	3
the lebanese republic for harmonized actions	GPE	3
the lebanese republic	GPE	3
the land bank	ORG	3
the lake victoria basin	LOC	3
the lake chad basin commission	ORG	3
the karnali river	LOC	3
the ivorian government	ORG	3
the irrigation and water utilization management department	ORG	3
the international livestock research institute	ORG	3
the international labour office	ORG	3
the international fund for agriculture development	ORG	3
the intergovernmental panel on climate change	ORG	3
the integrated food security phase classification	ORG	3
the integral strengthening programme for the camelid value chain	ORG	3
the implementing agency	ORG	3
the ipd-sa	ORG	3
the ifad targeting policy	ORG	3
the ifad country office	ORG	3
the idb group’s	ORG	3
the higher council for environment and natural resources	ORG	3
the guyana bureau of statistics	ORG	3
the guangxi consolidated poverty reduction program	ORG	3
the government of zimbabwe	ORG	3
the government of togo	ORG	3
the government of guinea	ORG	3
the government of argentina	ORG	3
the general directorate	ORG	3
the fund''s safeguards policies	ORG	3
the fund for special operations	ORG	3
the focus area	LOC	3
the fiduciary team	ORG	3
the feed africa response	ORG	3
the farmer field school	ORG	3
the environmental protection agency	ORG	3
the economist intelligence unit	ORG	3
the economic and social policy guidelines	ORG	3
