trigram	frequency
do not use	38
of the poorest	38
programme costs by	38
of which ibrd	38
principles and requirements	38
the people of	38
time in accordance	38
in the management	38
the productivity and	38
all applicable laws	38
country strategic opportunities	38
safeguards specialists on	38
of private sector	38
is presented in	38
acceleration of maturity	38
of agriculture in	38
of poverty and	38
year year year	38
low levels of	38
would support the	38
avoid or minimize	38
chain performance indicators	38
of the beneficiaries	38
to be supported	38
that were not	38
the efficiency of	38
total amount of	38
generated by the	38
incorporated in the	38
group financing international	38
commodity value chains	38
on the bank	38
agreed to make	38
the bidding documents	38
borrower shall enable	38
a competitive basis	38
accounts will be	38
with its terms	38
sustainable agricultural development	38
vulnerable to climate	38
specialists on the	38
to time in	37
key stakeholders and	37
the technical and	37
required for the	37
a reduction in	37
to have a	37
for consultation and	37
the af will	37
climate change in	37
strategic opportunities programme	37
half of the	37
access to water	37
of the audit	37
the opportunity cost	37
will work with	37
will also finance	37
to be applied	37
to enable the	37
close collaboration with	37
in the opinion	37
to food and	37
will be taken	37
and compliance with	37
of the various	37
is the main	37
satisfactory to the	37
the financial and	37
component aims to	37
be financed under	37
impacts due to	37
or intellectual property	37
in project implementation	37
and sustainable development	37
the medium term	37
is estimated to	37
of the public	37
to plan and	37
the scope of	37
and nutrition insecurity	37
the basis for	37
results chain performance	37
months following the	37
potential indirect and	37
during the first	37
will be determined	37
and implement the	37
high levels of	37
lack of access	37
and strengthening the	37
financial statements and	37
the matching grant	37
agricultural sector and	37
of farmers and	37
in the ministry	37
to the country	37
issues and impacts	37
water resource management	37
were not considered	37
the public sector	37
the government in	37
regional and local	37
positive impact on	37
greenhouse gas emissions	37
better access to	37
to the board	37
also consistent with	37
access to quality	37
of technical and	37
in the target	37
of business plans	37
in the south	37
for agriculture and	37
build on the	37
been duly authorized	37
the benefits of	36
of employment and	36
do not have	36
application of the	36
safeguard issues and	36
for the purpose	36
not considered in	36
the bank is	36
investment in the	36
h world bank	36
environment and natural	36
capacity to plan	36
the additional financing	36
chain development and	36
in a sustainable	36
the currency of	36
resettlement action plan	36
all measures and	36
social management plans	36
anticipated future activities	36
potential large scale	36
newfinen h world	36
to anticipated future	36
e system will	36
the total population	36
livestock value chains	36
the following resolution	36
use of natural	36
may be needed	36
to address these	36
project information documents	36
is also aligned	36
rehabilitation of the	36
contributing to the	36
less than percent	36
make it possible	36
to invest in	36
a variety of	36
term impacts due	36
for this project	36
submit to the	36
adaptation and mitigation	36
office of the	36
the national and	36
will facilitate the	36
will be organized	36
to financial services	36
over percent of	36
is to support	36
agreement to be	36
adverse impacts on	36
agriculture sector in	36
smallholder farmers and	36
of which are	36
due to anticipated	36
annual work plan	36
latin america and	36
creation of a	36
account for the	36
the project cost	36
of more than	36
of land and	36
agriculture value chain	36
the project team	36
objectives are to	36
farmers in the	36
for the people	35
in the bank	35
all of the	35
a project management	35
the project was	35
for smallholder agriculture	35
in united states	35
described in schedule	35
on the implementation	35
the national development	35
the selected value	35
the annual work	35
the other hand	35
million terms of	35
and adoption of	35
implementation of project	35
evaluation will be	35
national and international	35
sets forth the	35
and construction of	35
rehabilitation of existing	35
capacity building activities	35
of the current	35
the aim of	35
a monitoring and	35
and impacts associated	35
agreement have the	35
the mechanisms for	35
the loan to	35
the program operating	35
and procedures for	35
shall repay the	35
or minimize adverse	35
the regional level	35
will be monitored	35
dialogue with the	35
category of expenditure	35
financing will be	35
the measures described	35
support the government	35
does not have	35
of poverty reduction	35
contributes to the	35
it will support	35
months of the	35
disbursed in accordance	35
activities such as	35
any unanticipated environmental	35
as a whole	35
estimated at ua	35
and extension services	35
to poverty reduction	35
market access for	35
for food security	35
as per the	35
combined project information	35
of verification risks	35
through the provision	35
part of its	35
information documents integrated	35
implement the measures	35
outstanding from time	35
future activities in	35
of the fund	35
be provided for	35
the irrigation schemes	35
in their respective	35
borrower shall repay	35
documents integrated safeguards	35
on each principal	35
the status of	35
or operation of	35
arise during construction	35
to be determined	35
and provision of	35
policy issues and	35
the potential for	35
triggered as the	34
well as a	34
of rural roads	34
agriculture organization of	34
the parties hereto	34
viability of the	34
vulnerability to climate	34
