noun	frequency
p163474	1
p162397	1
p162119	1
p161490	1
p161262	1
p160606	1
p160295	1
p157898	1
p156963	1
p156019	1
p155645	1
p151777	1
p150930	1
p150008	1
p147854	1
p147629	1
p146003	1
p132846	1
p125728	1
p120836	1
p117355	1
p106684	1
p100406	1
p095251	1
p092724	1
p088799	1
p/	1
p-	1
oç	1
ozone	1
oxen	1
ownershipof	1
ovins	1
overwork	1
overweight	1
overthrow	1
oversupply	1
overseers	1
overseeing	1
overrepresentation	1
overregulation	1
overnance	1
overheating	1
overheads	1
overhauling	1
overextraction	1
over	1
ouvert	1
outstrips	1
outsiders	1
outside	1
outpaces	1
outnumber	1
outlooks	1
outlays	1
outgrowers	1
outages	1
ource	1
ouedraogo	1
otion	1
otal	1
ost	1
osge2	1
osan1	1
oruega	1
orticulture	1
ortality	1
ors	1
orphan	1
ormva	1
orms	1
originarios	1
originales	1
orientée	1
orienter	1
orientadas	1
organizers	1
organismo	1
organising	1
organ	1
ordonnance	1
ordnances	1
ordinances	1
ordinance	1
ordinaires	1
ordering	1
order(s	1
orales	1
oral	1
opérationnel	1
optiones	1
optimum	1
optimizatoin	1
optimism	1
optimiser	1
optimale	1
optimal	1
optical	1
ops_table_fcc	1
ops_i	1
ops_f	1
ops_ea_sg_deferred_fcc_table	1
opportunities1	1
opportunists	1
operationalizing	1
operational	1
operation(s	1
operation(2	1
operating=0	1
operaters	1
operate	1
oper	1
openings	1
opa	1
oordination	1
onze	1
onstruction	1
ongoing	1
oney	1
onec2	1
onditions	1
on8	1
on	1
ommu	1
omissions	1
om	1
olives	1
olds	1
olanda	1
oitc2	1
ohbla	1
og	1
oftentimes	1
ofrece	1
offtakers	1
offspring	1
offsets	1
offrent	1
offline	1
officiels	1
offerts	1
offal	1
oedema	1
odour	1
ocibu	1
ochocientos	1
oceans	1
occurences	1
occur	1
occupants	1
oc-16011-rg	1
obtenu	1
obtenir	1
obtaintion	1
obstructions	1
observance	1
oblast5	1
objet	1
obje	1
oases	1
oak	1
o_proyectos_2016_bolivia_bo	1
o.zafar@ifad.org	1
o&m.	1
o&m	1
nécessaire	1
nyakararo	1
ny.gdp.mktp.kdgdp	1
ny.gdp.mktp.cdgdp	1
ny	1
nvironm	1
nvironem	1
nutrition-	1
number/	1
number(s	1
nueva	1
ntÉgration	1
ntfps	1
nsimpasi	1
nrs	1
nrm	1
npcc	1
nozzles	1
nov.-14	1
nov-16	1
notions	1
notificaciones	1
notches	1
northwest	1
northerners	1
normes	1
normativo	1
normalization	1
nonuse	1
nonpoint	1
nonpersonnel	1
nonoil	1
nonfarm	1
noncompliance	1
nommé	1
nodes	1
no.7199	1
no.5	1
no.1178	1
nment	1
nitida	1
niti	1
nit	1
ninth	1
nil	1
nigeriens	1
nigeria	1
niger).14	1
niger	1
nicq	1
niamey	1
nhs	1
ngo	1
nfpms	1
nformation	1
newspaper	1
neutralization	1
neutral	1
nerships	1
nership	1
ners	1
neonatal	1
nekp	1
neighborhoods	1
negociation	1
negociado	1
neglects	1
neglecting	1
negative-	1
needs2	1
needles	1
necesary	1
near-	1
ncom	1
nce	1
naturel	1
natp-1	1
natp	1
nationaux	1
nationalities	1
national-	1
nassp)7	1
nasfam	1
narei	1
nardello	1
naps	1
nanotechnology	1
nance	1
naip	1
n+2	1
n$19,200,000	1
métiers	1
méthodes	1
ménage	1
mémoire	1
mécanismes	1
mécanisme	1
más	1
mycotoxin	1
myaing	1
mutilation	1
mutation	1
mustard	1
mussels	1
mushrooms	1
mushroom	1
museum	1
muriers	1
multistakeholder	1
multisectoral	1
multiple	1
multinational	1
multilateralism	1
multilateral	1
mulching	1
mudslides	1
much-	1
mu	1
mtr	1
mths	1
mtco2-e	1
mt/	1
msc	1
msaapcc	1
mrv	1
mru	1
mrtot	1
mpps	1
mpp	1
mplementation	1
mph	1
moyennes	1
mowers	1
mountainside	1
motorcycle	1
motorboats	1
motorbikes	1
motives	1
motion	1
mother	1
moth	1
mosap-2	1
mortgage	1
mortar	1
morphology	1
morocco	1
morjkip	1
morals	1
monuments	1
months)2	1
month6	1
month-	1
montants	1
monoxide	1
monocultures	1
monocrops	1
monitors	1
monitoreo	1
molf	1
moist	1
moheb.jabarkhail@mof.gov.af	1
mohamud	1
moh	1
mofec	1
mof&ps	1
modus	1
modulation	1
modo	1
modificarse	1
modificaciones	1
modernize	1
modern	1
modalidades	1
mobilize	1
mobiles	1
moa&l	1
mnr	1
mme	1
mm3	1
mm)20	1
mixtures	1
mixing	1
mitigates	1
mitigate	1
mitication	1
misunderstanding	1
misses	1
misperception	1
misalignments	1
misalignment	1
mis	1
minoritaire	1
minor	1
ministries6	1
ministries/	1
ministries-	1
mininfra	1
minimize	1
minimising	1
minifundios	1
mini-	1
mingling	1
mineworkers	1
minep	1
minds	1
minagrie	1
million3	1
million11	1
million1	1
million--	1
million)comments	1
million)4	1
million).this	1
millimeter	1
milder	1
migrant	1
midway	1
midst	1
midpoint	1
midline	1
midas2	1
midas	1
mid-80s	1
mid-2020	1
mid-2018	1
mid-2016	1
mid-2015	1
mid-2014	1
mid-2011	1
mid-1980s	1
mid-1960s	1
micsv	1
microsprinkler	1
microregions	1
microregion	1
microcredits	1
mhwdp	1
mgs	1
mfppm	1
mfal	1
metropolises	1
metre	1
metodologías	1
methods2	1
meteorology	1
mesurer	1
mesure	1
messaging	1
mesas	1
merits	1
merit	1
mergers	1
merger	1
mercy	1
mercury	1
menus	1
mentors	1
mentions	1
mentioned	1
mention	1
mener	1
mena	1
men/1	1
memwa	1
memory	1
memoirs	1
memberships	1
melt	1
mejorados	1
mejoradas	1
mega	1
medications	1
mediator	1
mediana	1
mechanisms6	1
meats	1
measures7	1
measures1	1
measurability	1
measles	1
meadows	1
mdtf	1
mdipmi	1
mde	1
mbuji	1
maze	1
mazar	1
mayuge	1
mayi	1
maximisation	1
matérial	1
matrices	1
matip-2	1
mathematics	1
maternities	1
maspfe	1
masindi	1
marshy	1
marshland	1
marraraba	1
maroon	1
maroc	1
marlene	1
markets5	1
markets/	1
marketplaces	1
marketplace	1
market3	1
market-	1
marging	1
marching	1
marchandes	1
maraîchères	1
maraîchère	1
mantuvo	1
mantendrá	1
manoeuvre	1
manners	1
manner6	1
manner3	1
manifestations	1
maniema	1
mangoes10	1
mangement	1
maneuvering	1
mandis	1
mandats	1
managemnet	1
managements	1
management/	1
manageent	1
mammals	1
malnutrition7	1
mall	1
malians	1
malfunctioning	1
malfeasance	1
malaise	1
mal	1
make	1
majeure	1
maintenance5	1
maintenace	1
mailto:octavian.armasu@mf.gov.md	1
mailto:lrazafimandimby@worldbank.org	1
mailto:jckayisinga@minagri.gov.rw	1
mailto:gberg@worldbank.org	1
mailto:egamberoni@worldbank.org	1
mailings	1
magyp	1
magnesium	1
magistrates	1
magasins	1
mafs)will	1
mafrd	1
maeden	1
macroéconomiques	1
macroeconomic	1
macro	1
machineries	1
machetes	1
mace	1
m8	1
m7	1
m.abdelgadir@ifad.org	1
m&r.	1
m&eunit	1
"m$=w%a>#%&!""$b8#%m$=w%$>%c%6d%567$8%m$=w%"	1
l’évaluation	1
l’état	1
l’érosion	1
l’épreuve	1
l’émergence	1
l’élaboration	1
l’unité	1
l’objectif	1
l’irrigation	1
l’investissement	1
l’intention	1
l’installation	1
l’insertion	1
l’industrie	1
l’implication	1
l’identification	1
l’enquête	1
l’eneb	1
l’endroit	1
l’encadrement	1
l’employabilité	1
l’elevage	1
l’effectif	1
l’aviculture	1
l’augmentation	1
l’attention	1
l’assister	1
l’appui	1
l’appropriation	1
l’approche	1
l’animation	1
l’ande	1
l’amélioration	1
l’adaptation	1
l’acquisition	1
l’acda	1
l’accent	1
límite	1
légères	1
lÉ	1
lying	1
lycée	1
luxemburg	1
luwero	1
lung	1
luhansk	1
lubricants	1
lso	1
lsd	1
lrcs2	1
lrcp	1
lrazafimandimby@worldbank.org	1
lra	1
lpa	1
loy.malcolm@jsif.org	1
lowvalue	1
lowering	1
lottery	1
losses6	1
losses26	1
loses	1
lopment	1
look	1
lonzo	1
lons	1
longevity	1
lomami	1
lograr	1
logistiques	1
logisticians	1
logiciels	1
loggers	1
logframe	1
lodging	1
locs	1
location-	1
locals	1
localités	1
locality	1
local-	1
lobbying	1
loans/	1
loams	1
loaders	1
loa	1
lo	1
lmics	1
llion	1
llega	1
ll	1
lk	1
liés	1
livestock-	1
livehoods	1
littering	1
litigations	1
litigants	1
liquidations	1
linkagesactual	1
link4	1
linings	1
liners	1
lineage	1
likelihoods	1
lift	1
lies	1
lider	1
licks	1
licences	1
liberia	1
liberalisation	1
liaising	1
liaise	1
leçons	1
levy	1
levellers	1
level-	1
levees	1
leones	1
lender	1
lemploi	1
leitmotifs	1
leitmotif	1
leisure	1
legume	1
legs	1
legislativa	1
legislation9	1
legislation11	1
legales	1
ledgers	1
leather	1
leases	1
learned	1
leapfrog	1
leaching	1
ldcf	1
ld	1
lcoal	1
lca	1
layout	1
lay	1
laxity	1
lawyers	1
lawyer	1
lawlessness	1
latters	1
latent	1
late-2014	1
larvae	1
largesse	1
largement	1
large-	1
lapa	1
lanes	1
lands3	1
landownership	1
landowner	1
land3	1
land1	1
lambing	1
lagoons	1
lactation	1
labour-	1
labore	1
laboratorians	1
laborator	1
labor-	1
lability	1
labels	1
l1148	1
l1113_lp_lp	1
l1113_dem_spd_validación_resumen	1
l.rubio@ifad.org	1
l.moola@ifad.org	1
l''élaboration	1
l''utilisation	1
l''objectif	1
l''exploitation	1
l''augmentation	1
l''annexe	1
l''animation	1
kwp	1
kv	1
kusini	1
kp#5	1
kp#3	1
koulikoro	1
koma	1
knowhow	1
kmÂ²	1
kiwi	1
kit	1
kips	1
kiosks	1
kiosk	1
kilometre	1
kilns	1
kibumbu	1
kibumb	1
kg.6	1
kebeles	1
kbas	1
kaskazini	1
kamwenge	1
kabinet.info@minpolj.gov.rs	1
"k#r%s$7<6%&:#""%"	1
juveniles	1
justifies	1
jump	1
july-18	1
july-15	1
july	1
juices	1
judgment	1
judging	1
jsifs	1
journals	1
jour	1
joints	1
joint	1
joignant	1
jobs5	1
jihadists	1
jihad	1
jica	1
jeune	1
jeopardize	1
jects	1
jcf	1
jardins	1
jams	1
j	1
iwrm-	1
ivory	1
ivorians	1
iv-	1
iv)installation	1
iv)ability	1
iv)-practice	1
iu	1
itutions	1
ituation	1
itpresents	1
itis	1
ities	1
ither	1
istritos	1
issuing	1
issues6	1
issues/	1
issuances	1
issions	1
issai	1
isp	1
isohyets	1
iso-9000	1
isdb	1
isck	1
isbd	1
isb	1
isasteries	1
irriguées	1
irrigations	1
irrigation7,8	1
irrigability	1
irregularity	1
irregularities	1
irr	1
irectorates	1
irector	1
irect	1
ipnm	1
ipfs	1
ip(3	1
ip	1
involvements	1
involucradas	1
invests	1
investments6	1
investments11	1
investigación	1
investigaciones	1
invesment	1
inverters	1
inundations	1
intégré	1
intuitions	1
intrusions	1
intolerance	1
interviewees	1
interview	1
intervient	1
intervetions	1
intervenants	1
intervenant	1
intersection	1
interrelationships	1
interprofessions	1
interplay	1
interpellation	1
interoperability	1
internes	1
internationaux	1
internationalization	1
internationales	1
internalize	1
interlocutors	1
interlinkages	1
interlinkage	1
interim	1
interfacing	1
interfaces	1
interdependency	1
interculturales	1
interconnections	1
interconnectedness	1
intercommunity	1
interchanges	1
intercambios	1
interactive	1
intensifies	1
intensifier	1
intensificadas	1
integrating	1
integra	1
int	1
insurgencies	1
insufficiencies	1
instructs	1
instructors	1
institutions8	1
institutions5	1
institutions.6	1
institutionnel	1
institutionaldevelopment	1
instigation	1
instance71	1
installés	1
installer	1
insecurity9	1
insecurity10	1
insecurities	1
inscrit	1
insae	1
ins	1
inrat	1
inquiry	1
inquiries	1
inputs3	1
inondations	1
innovators	1
innovating	1
inir	1
inicio	1
iniciales	1
inicial	1
inhabitants1	1
ingénierie	1
ingls	1
infusion	1
infringements	1
infrastructures-	1
infractions	1
infoshop	1
informatisé	1
informations	1
informat	1
inform	1
info@mof.gov.jm	1
info	1
influencers	1
inflection	1
inexistence	1
inera	1
inequality-	1
ine	1
industry4	1
industrial	1
induction	1
indow	1
indoctrination	1
individuelles	1
indirects	1
indicative	1
indicadores	1
indexing	1
indexes	1
indemnités	1
indecision	1
indcs	1
incursion	1
incurridos	1
incubations	1
increment	1
increasingly	1
inconveniences	1
inconsistencies	1
incomes1	1
income1	1
income/	1
incluyendo	1
inclusion12	1
includes	1
inclinometers	1
inclines	1
incident	1
incentivization	1
inasmuch	1
inactivity	1
impôts	1
impuestos	1
improvement/	1
improve	1
impression	1
imprecise	1
impoundments	1
impliqué	1
implementación	1
implemenation	1
implantation	1
impedes	1
impactsurveys	1
immédiatement	1
immersion	1
imitation	1
ily	1
ilotage	1
ills	1
illness	1
illiquid	1
ile	1
ilankulos	1
ik	1
iiiu	1
iiierror	1
iii)engage	1
iii).increase	1
iiag	1
ii.d.3	1
ii.c.2	1
ii.c.1	1
ii.3	1
ii-2	1
ii)-operationalization	1
ihedioha	1
ih	1
ignorance	1
igas	1
ig	1
ifmis	1
ifmas	1
iffa	1
ifc	1
ifad11	1
ier	1
ids	1
identities	1
identifications	1
identificación	1
ideation	1
ideal	1
idbdocs-#40385375-v1-proyecto_de_resolucion_-_bl-_oc	1
idbdocs-#39592336	1
ida-18	1
ict)-based	1
icrofinance	1
icra	1
icpac	1
icipe	1
icdcs	1
ibm),5	1
ibli	1
ibex	1
ibce	1
iamp	1
iae-001	1
iadps	1
i)support	1
i''b	1
hyperinflation	1
hyenas	1
hydrology	1
hydrological	1
hydroenergy	1
hydroelectricity	1
hydrocarbons	1
hydrators	1
hyacinth	1
husking	1
husband	1
hunters	1
huit	1
https://www.rspo.org/principles-and-criteria-review/public-consultation-rspo-smallholder-standard	1
https://www.nationsencyclopedia.com/economies/africa/burkina-faso-agriculture.html	1
https://www.afdb.org/en/documents/rdc-projet-dappui-au-developpement-integre-de-leconomie-rurale-proader-resume-cges	1
https://www.afdb.org/en/documents/document/guidelines-for-conversion-of-loan-terms-july-2014-87643/	1
https://unstats.un.org/sdgs/	1
https://idbg.sharepoint.com/teams/ez-pr-lon/pr-l1148/_layouts/15/docidredir.aspx?id=ezshare-1395480667-17	1
https://idbg.sharepoint.com/teams/ez-pr-lon/pr-l1147/_layouts/15/docidredir.aspx?id=ezshare-1261750315-13	1
https://epi.yale.edu/	1
http://www4.unfccc.int/submissions/indc/published%20documents/haiti/1/cpdn_republique%20d''haiti.pdf	1
http://www.worldbank.org/grm	1
http://www.unicef.org/yemen/press-releases/yemen-sees-return-alarming-levels-food-insecurity	1
http://www.tidebelize.org/	1
http://www.nationsencyclopedia.com/knowledge/bananas.html	1
http://www.ifc.org/ehsguidelines	1
http://www.globalnutritionreport.org/	1
http://www.fao.org/fileadmin/user_upload/eufao-fsi4dm/doc-training/hfias.pdf	1
http://www.afdb.org/fr/documents/document/guidelines-for-conversion-of-loan-terms-july-2014-87643/	1
http://unpei.org/sites/default/files/soil_loss_assessment_in%20malawi.pdf	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40679514	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40677487	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40670869	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40670734	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40663634	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40588559	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40320765	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40319553	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40319369	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38751986	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38718566	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38718555	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38713551	1
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38703784	1
http://documents.worldbank.org/curated/pt/375181504083376244/pdf/119178-bri-p157572-himachal-pradesh-gender.pdf	1
http://ambiente.gob.ar/wp-content/uploads/3com.-resumen-ejecutivo-de-la-tercera-	1
htr	1
households4	1
hour	1
hotter	1
hosting	1
hose	1
horticulture-	1
horse	1
hornbeam	1
horn	1
hopper	1
hopelessness	1
honour	1
hone	1
homesteads	1
homelands	1
homeland	1
holist	1
holidays	1
holiday	1
holdout	1
hoc	1
hoar	1
hkuma@mof.gov.sb	1
hitches	1
hit	1
hire-	1
hire	1
hip	1
hints	1
hinterlands2	1
hinge	1
hindrances	1
hikes	1
hike	1
highway	1
hies	1
hics	1
heterodox	1
hermann_orou@yahoo.fr	1
hereunder	1
herder	1
herbage	1
hening	1
hen	1
helvetas	1
helping	1
helm	1
heis	1
heirs	1
heir	1
heights	1
heifers	1
hedge	1
hectares19	1
hectare2	1
hectare12	1
heatwaves	1
heath’(oh	1
heath	1
hearings	1
hearing	1
heaps	1
health4	1
health/	1
health-	1
headworks	1
headway	1
headquarter	1
headoffice	1
heading	1
headage	1
hdi10	1
hdi	1
hdds	1
hazem	1
haya	1
haulers	1
hardcopy	1
hardcopies	1
hangars	1
handlers	1
handle	1
handing	1
halve	1
hallmark	1
halieutiques	1
halfway	1
halal	1
hair	1
hailstorm	1
haffirs	1
habitation	1
habit	1
ha3	1
ha0016	1
ha.3	1
ha)/number	1
ha)------------------------------	1
ha)-	1
h5	1
génératrices	1
génération	1
générale	1
géniteurs	1
gym	1
gutters	1
gunny	1
gullying	1
gulf	1
guineo	1
guineensis	1
guidelines1	1
guichets	1
guelb	1
guava	1
guards	1
guardians	1
gu	1
gtp-2	1
grâce	1
growth5	1
groves	1
groups1	1
groups/	1
groupement	1
ground-	1
grooves	1
grocery	1
gro-	1
grinder	1
grilling	1
grieveance	1
gray	1
gravels	1
gratitude	1
grassroot	1
graph	1
grants8	1
grants15	1
grand	1
grafts	1
grafting	1
grafters	1
graft	1
graduations	1
gradients	1
gradient	1
grades	1
grade2	1
gracias	1
gphs	1
goy	1
governor	1
governmentales	1
governement	1
gouvernorats	1
gouvernment	1
gourdes	1
gor	1
goods(vehicles	1
good-	1
gokben.yener@hazine.gov.tr	1
gok	1
gohp	1
gnfs	1
gn-2538	1
gmd13.24million	1
gluts	1
globe	1
globalization	1
globale	1
global	1
glencore	1
glacis	1
glaciers	1
glacier	1
gitega	1
ginneries	1
gieu	1
giblets	1
ghlbank	1
gfa03	1
gestionar	1
gestations	1
gestation	1
germs	1
germination	1
geospatial	1
geomatics	1
geology	1
genocide	1
genitors	1
genitor	1
genetic	1
generation-	1
generates3	1
generalization	1
generalist	1
generaciones	1
gene	1
gem	1
gef	1
gears	1
gdi	1
gdapl	1
gcf	1
gazette	1
gauging	1
gatherings	1
gateways	1
gasses	1
garçons	1
garner	1
garments	1
garbage	1
garantissant	1
garanties	1
ganges	1
ganadería	1
gallinarum	1
gallery	1
gallacher	1
gainst	1
gadps	1
gabonese	1
gabon	1
g5	1
g.kadari@ifad.org	1
g.ferraridossantos@ifad.org	1
"g""6>>%`=""68*#=7%s$7<6%&c"	1
féminine	1
fédérations	1
fy2015–19	1
fy2014/15	1
fy18–22	1
fy18-fy23	1
fy16-fy19	1
furtherance	1
furnishings	1
funding18	1
funders	1
fundamentals	1
fund/	1
funciones	1
fulfill	1
fulfil	1
fue	1
ftp://ftp.fao.org/fi/document/fcp/fr/fi_cp_ht.pdf	1
fscs	1
frw	1
frustration	1
fruition	1
frugiperda	1
frontrunner	1
frontloading	1
frombeneficiaries	1
fringing	1
fringes	1
freezers	1
freeze	1
freeing	1
francophone	1
framework(pf	1
frail	1
fragilities	1
fractions	1
fpos	1
fowls	1
fowl	1
fours	1
fourragère	1
four-	1
founding	1
foster	1
forwarder	1
fortune	1
fortalecidas	1
formés	1
formulating	1
formulas	1
forms/	1
former	1
formatting	1
forklift	1
fork	1
forex	1
forests7	1
forests3	1
forests/	1
forestry-	1
forestist	1
foresees	1
foreigners	1
footsteps	1
footings	1
foot-	1
foodcrops	1
fondés	1
fondé	1
fonctionnelles	1
fonctionnaire	1
foncière	1
foncier	1
follow-	1
fold9	1
focuses	1
foc	1
fnpv	1
fnfi	1
fncci(aec)/fncsi	1
fmps	1
fmis	1
fm	1
fluxes	1
flux	1
fluorides	1
fluctué	1
flows2	1
flotation	1
floors	1
floodwater	1
floodplain	1
floodings	1
flock	1
floating	1
fledge	1
flavor	1
flats	1
flatlands	1
fixations	1
fixation	1
fisherman	1
firr	1
firma	1
firewalls	1
firewall	1
fingerling	1
financings	1
financing5	1
financieras	1
financiadores	1
financements	1
finance2	1
finance12	1
filières/	1
filière	1
filets	1
fighters	1
fig.1	1
fiduciary	1
fiches	1
fiberglass	1
fhhs	1
ffss	1
ffectiveness	1
fever	1
festival	1
fertimap2	1
fertilizer-	1
fertilization;(vii	1
ferroviaire	1
fermiers	1
fermes	1
fermenteries	1
fermentation	1
fera	1
fellowships	1
feedstocks	1
feedstock	1
feeding;(ii	1
federation	1
federate	1
feb	1
feasibilit	1
fe	1
fdis	1
fcfa	1
favoriser	1
fault	1
fatigue	1
father	1
farns	1
farmers;(iii	1
farmers9	1
farmers5	1
farmers/	1
farmers,6	1
farm/	1
farine	1
far-	1
fapa	1
faostat	1
faming	1
family-	1
familiale	1
famer	1
fallows	1
falling	1
faleh	1
faith	1
faisant	1
faisabilitÉ	1
fairness	1
failings	1
faible	1
fads	1
fadec	1
factors9	1
facsimile	1
facilités	1
faciliter	1
facilitations	1
facilitateurs	1
facilitadores	1
facilement	1
f.	1
exécution	1
exécutif	1
extruders	1
extruder	1
extremism8	1
extrema	1
extrapolation	1
extrants	1
extinction	1
externes	1
externe6	1
extension-	1
extensification	1
extends	1
expérience	1
exporting	1
expolitation	1
explored	1
exploitants	1
expiry	1
experiencias	1
expatriate	1
expansions	1
expanses	1
expanse	1
exp	1
exonérer	1
exoneration	1
existentes	1
exist	1
eximbank	1
exile	1
exigences	1
exhaustion	1
exepenses	1
exemplariness	1
exemplar	1
executions	1
excédentaire	1
exclusivity	1
exclusive	1
exclude	1
excitement	1
excise	1
examples10	1
ex-	1
ews	1
evolves	1
evidences	1
everybody	1
events9	1
events6	1
events16	1
evd	1
evaporates	1
evaluates	1
evacuators	1
evacuating	1
ev.1	1
eur1.23	1
eur1	1
etude	1
ethnicities	1
ethic	1
etb	1
estudios	1
estudio	1
estratégicas	1
estratégica	1
estipulaciones	1
estimates5	1
estim	1
esteem	1
estaÃ§Ã£o	1
estatales	1
establishmen	1
establishement	1
establish	1
establece	1
estab	1
esrs	1
esponse	1
específicas	1
español	1
esource	1
esmp)6	1
esmfthat	1
esim	1
eshs	1
eserva	1
escription	1
escps	1
escobal	1
escala	1
esc	1
esap	1
ervices	1
eruptions	1
ert	1
erstwhile	1
errs	1
error	1
errit	1
erodibility	1
ergo	1
ergence	1
erdb	1
eration	1
equip	1
equines	1
equation	1
eqpt	1
eports	1
epidemiologists	1
epicenter	1
envolver	1
envisager	1
environs	1
environnementales	1
environmentalist	1
environmentaland	1
environment4	1
environment2	1
envir	1
envahissantes	1
enumerators	1
enumeration	1
entry/	1
entrustment	1
entrepreneurships	1
entrepreneurship1	1
entrepreneurs/	1
entrepreneur-	1
entreprenariat	1
entreprenarait	1
entrepr	1
entre	1
entités	1
entities23	1
entes	1
entertainment	1
enters	1
entail	1
ensuite	1
ensembles	1
ensemble	1
enseignements	1
enrollments	1
enriching	1
enmarcados	1
enjoying/	1
engrais	1
enforces	1
enforced2	1
enfoque	1
eneurship	1
eneficiaries	1
endowments2	1
endow	1
endline	1
endeavor	1
endangerment	1
end-2021	1
encouragera	1
encounter	1
encompasses	1
enclave	1
encephalopathies	1
encadrés	1
enables	1
emptier	1
empowering	1
employment7	1
employment-http://datatopics.worldbank.org/gender/country/guinea-bissau	1
employee	1
emphasizing	1
emphasize	1
emolument	1
emitters	1
emitter	1
eminence	1
emerging	1
emerency	1
emeralds	1
ements	1
embrapa	1
embers	1
embeds	1
embark	1
embargos	1
embargoes	1
embarcadères	1
emapa	1
emanations	1
emanating	1
emails	1
ello	1
elles	1
elivery	1
elgado	1
elevators	1
elevations	1
elena.matveeva@mf.gov.md	1
elemtns	1
elegibles	1
elders	1
elaboró	1
elaborates	1
el	1
ejemplares	1
ejecutados	1
eirrs	1
eira	1
ehabilitation	1
egotiation	1
eggplants	1
efso	1
efsa	1
efram	1
efps	1
efficience	1
effectuera	1
effectue	1
efectuar	1
efectivas	1
eec	1
education-	1
edson	1
edprs-2	1
edp	1
edges	1
eddoes	1
ecosystem7	1
ecosit	1
ecops	1
económicas	1
económica	1
economy7	1
eco-	1
eating	1
easter	1
earthquakes8	1
earnings3	1
earnings1	1
earmarking	1
earc	1
eans	1
eagerness	1
e&s	1
d’évaluation	1
d’évaluatio	1
d’étranglements	1
d’états	1
d’élaborer	1
d’utilisation	1
d’usd	1
d’urgence	1
d’olives	1
d’ivoire)4	1
d’insécurité	1
d’instruments	1
d’installations	1
d’information	1
d’exploitation	1
d’expertise	1
d’execution	1
d’examen	1
d’eligibilité	1
d’autres	1
d’autosuffisance	1
d’augmentation	1
d’audit	1
d’atteindre	1
d’associations	1
d’assistance	1
d’arrangements	1
d’apprécier	1
d’antenne	1
d’anacarde	1
d’aménagement	1
d’amortissement	1
d’amenagement	1
d’aide	1
d’agrément	1
d’agriculture	1
d’adapter	1
d’action	1
d’acteurs	1
d’accélération	1
d’accueil	1
d’accompagnement	1
développées	1
déterminants	1
détaillée	1
désigné	1
désignation	1
désagrégés	1
déroulement	1
déroger	1
déploiement	1
déplacés/	1
déplacement	1
départment	1
départementales	1
dénommées	1
démembrements	1
délégation	1
délivrés	1
défis	1
déficitaires	1
découlant	1
décortiqueuses	1
décorticage	1
déconcentrés	1
décaissé	1
décaissement	1
déboucher	1
d´euros	1
dysfunctions	1
dysfunctionalities	1
dynamite	1
dynamiques	1
dweller	1
dwarf	1
dvisor	1
dvda	1
dvcc	1
dusts	1
durations	1
durales	1
duplicities	1
duo	1
dumping	1
dum	1
due	1
ducers	1
duality	1
dsip	1
ds	1
dryness	1
drums	1
drsp2	1
drs	1
drought1	1
drones	1
dripper	1
drink	1
drillers	1
dries	1
driars	1
drd	1
drawdown	1
draw	1
drainages	1
draglines	1
drag	1
dptation	1
dpfs	1
dpes	1
dpci	1
dpae	1
downscaling	1
downgrading	1
dotation	1
dossier	1
doses	1
doorstep	1
door	1
donga	1
donee	1
domination	1
dominates	1
dominate	1
domestication	1
doi:10.1596/978	1
dof	1
documents,(pre-)qualification	1
documentos	1
documentations	1
do>6mg	1
dnea	1
dnas	1
dlropea	1
dlin	1
djaigbe	1
divorce	1
division3	1
diving	1
divides	1
diverters	1
diversifier	1
diversifications	1
ditches	1
disuse	1
districts4	1
district-	1
distinctes	1
distillers	1
distillation	1
distil	1
dissipation	1
dissensions	1
dispositif	1
disponibilité	1
displacement/	1
dislocation	1
disinfection	1
disinfectants	1
disfigurement	1
diseñados	1
diseases25	1
discriminations	1
discretionary	1
discrepancy	1
discounts	1
discord	1
discontinuity	1
discontent	1
disbursed	1
disarray	1
disagreements	1
directeur	1
directe	1
directa	1
dipping	1
diplomats	1
diplomas	1
diplomacy	1
dip	1
dinar	1
dimensions31	1
dilligence	1
dikes	1
digits	1
diffusés	1
differentiations	1
dietary	1
dicpa	1
diate	1
diarrhoeal	1
diamond	1
diammonium	1
diameter	1
dialogue-(ppd	1
dialog	1
diagrams	1
dh31.1	1
dgpsp	1
dgpro	1
dgipe	1
dggr	1
dgfp	1
dgdp	1
dgcp	1
dfrd	1
dfid	1
dfatd	1
devlop	1
devido	1
